@relation 'FiroModalityInstances: -C 0-weka.filters.unsupervised.attribute.Remove-R3'

@attribute Label {Obligation,Prohibition,Other}
@attribute text string
@attribute posTagSeq string

@data
Other,'null Futures commission merchants and introducing brokers in commodities are subject to the program requirements set forth and cross referenced in this subpart . Futures commission merchants and introducing brokers in commodities should also refer to Subpart of Part 1010 of this Chapter for program requirements contained in that subpart which apply to futures commission merchants and introducing brokers in commodities .','null NNS NN NNS CC VBG NNS IN NNS VBP JJ TO DT NN NNS VBN RB CC VB VBN IN DT NN . NNS NN NNS CC VBG NNS IN NNS MD RB VB TO NNP IN NNP CD IN DT NN IN NN NNS VBD IN DT JJ WDT VBP TO NNS NN NNS CC VBG NNS IN NNS .'
Other,'The CFTC , with the concurrence of the Secretary , may by order or regulation exempt any futures commission merchant or introducing broker that registers with the CFTC or any type of account from the requirements of this section . In issuing such exemptions , the CFTC and the Secretary shall consider whether the exemption is consistent with the purposes of the Bank Secrecy Act , and in the public interest , and may consider other necessary and appropriate factors .','DT NNP , IN DT NN IN DT NNP , MD IN NN CC NN JJ DT NNS NN NN CC VBG NN IN NNS IN DT NNP CC DT NN IN NN IN DT NNS IN DT NN . IN VBG JJ NNS , DT NNP CC DT NNP MD VB IN DT NN VBZ JJ IN DT NNS IN DT NNP NNP NNP , CC IN DT JJ NN , CC MD VB JJ JJ CC JJ NNS .'
Other,'-LRB- c -RRB- Other requirements unaffected . Nothing in this section relieves futures commission merchant or introducing broker of its obligation to comply with any other provision of this chapter , including provisions concerning information that must be obtained , verified , or maintained in connection with any account or transaction .','-LRB- NN -RRB- JJ NNS JJ . NN IN DT NN VBZ NNS NN NN CC VBG NN IN PRP$ NN TO VB IN DT JJ NN IN DT NN , VBG NNS VBG NN WDT MD VB VBN , VBN , CC VBN IN NN IN DT NN CC NN .'
Other,'null Futures commission merchants and introducing brokers in commodities are subject to the reporting requirements set forth and cross referenced in this subpart . Futures commission merchants and introducing brokers in commodities should also refer to Subpart of Part 1010 of this Chapter for reporting requirements contained in that subpart which apply to futures commission merchants and introducing brokers in commodities .','null NNS NN NNS CC VBG NNS IN NNS VBP JJ TO DT NN NNS VBN RB CC VB VBN IN DT NN . NNS NN NNS CC VBG NNS IN NNS MD RB VB TO NNP IN NNP CD IN DT NN IN NN NNS VBD IN DT JJ WDT VBP TO NNS NN NNS CC VBG NNS IN NNS .'
Other,'null The reports of transactions in currency requirements for futures commission merchants and introducing brokers in commodities are located in subpart of Part 1010 of this Chapter and this subpart .','null DT NNS IN NNS IN NN NNS IN NNS NN NNS CC VBG NNS IN NNS VBP VBN IN NN IN NNP CD IN DT NN CC DT NN .'
Other,'-LRB- h -RRB- Applicability date . This section applies to transactions occurring after May 18 , 2004 .','-LRB- DT -RRB- NN NN . DT NN VBZ TO NNS VBG IN NNP CD , CD .'
Other,'null Futures commission merchants and introducing brokers in commodities are subject to the recordkeeping requirements set forth and cross referenced in this subpart . Futures commission merchants and introducing brokers in commodities should also refer to Subpart of Part 1010 of this Chapter for recordkeeping requirements contained in that subpart which apply to futures commission merchants and introducing brokers in commodities .','null NNS NN NNS CC VBG NNS IN NNS VBP JJ TO DT NN NNS VBN RB CC VB VBN IN DT NN . NNS NN NNS CC VBG NNS IN NNS MD RB VB TO NNP IN NNP CD IN DT NN IN NN NNS VBD IN DT JJ WDT VBP TO NNS NN NNS CC VBG NNS IN NNS .'
Other,'null Futures commission merchants and introducing brokers in commodities are subject to the special information sharing procedures to deter money laundering and terrorist activity requirements set forth and cross referenced in this subpart . Futures commission merchants and introducing brokers in commodities should also refer to Subpart of Part 1010 of this Chapter for special information sharing procedures to deter money laundering and terrorist activity contained in that subpart which apply to futures commission merchants and introducing brokers in commodities .','null NNS NN NNS CC VBG NNS IN NNS VBP JJ TO DT JJ NN NN NNS TO VB NN NN CC JJ NN NNS VBN RB CC VB VBN IN DT NN . NNS NN NNS CC VBG NNS IN NNS MD RB VB TO NNP IN NNP CD IN DT NN IN JJ NN NN NNS TO VB NN NN CC JJ NN VBD IN DT JJ WDT VBP TO NNS NN NNS CC VBG NNS IN NNS .'
Other,'null -LRB- a -RRB- Refer to § 1010.520 of this Chapter .','null -LRB- DT -RRB- NNP TO VB CD IN DT NN .'
Other,'null -LRB- a -RRB- Refer to § 1010.540 of this Chapter .','null -LRB- DT -RRB- NNP TO VB CD IN DT NN .'
Other,'null Futures commission merchants and introducing brokers in commodities are subject to the special standards of prohibitions ; and special measures requirements set forth and cross referenced in this subpart . Futures commission merchants and introducing brokers in commodities should also refer to Subpart of Part 1010 of this Chapter for special standards of prohibitions ; and special measures contained in that subpart which apply to futures commission merchants and introducing brokers in commodities .','null NNS NN NNS CC VBG NNS IN NNS VBP JJ TO DT JJ NNS IN NNS : CC JJ NNS NNS VBN RB CC VB VBN IN DT NN . NNS NN NNS CC VBG NNS IN NNS MD RB VB TO NNP IN NNP CD IN DT NN IN JJ NNS IN NNS : CC JJ NNS VBN IN DT JJ WDT VBP TO NNS NN NNS CC VBG NNS IN NNS .'
Other,'null -LRB- a -RRB- Refer to § 1010.610 of this Chapter .','null -LRB- DT -RRB- NNP TO VB CD IN DT NN .'
Other,'null -LRB- a -RRB- Refer to § 1010.620 of this Chapter .','null -LRB- DT -RRB- NNP TO VB CD IN DT NN .'
Other,'null -LRB- a -RRB- Refer to § 1010.630 of this Chapter .','null -LRB- DT -RRB- NNP TO VB CD IN DT NN .'
Other,'null -LRB- a -RRB- Refer to § 1010.670 of this Chapter .','null -LRB- DT -RRB- NNP TO VB CD IN DT NN .'
Other,'null 1027.100 Definitions . null 1027.210 Anti-money laundering programs for dealers in precious metals , precious stones , or jewels . null 1027.310 -LSB- Reserved -RSB- 1027.315 -LSB- Reserved -RSB- 1027.320 -LSB- Reserved -RSB- 1027.330 Reports relating to currency in excess of $ 10 , 000 received in trade or business . null 1027.410 Recordkeeping . null 1027.520 Special information sharing procedures to deter money laundering and terrorist activity for dealers in precious metals , precious stones , or jewels . 1027.530 -LSB- Reserved -RSB- 1027.540 Voluntary information sharing among financial institutions . null','null CD NNS . null CD JJ NN NNS IN NNS IN JJ NNS , JJ NNS , CC NNS . null CD JJ VBN JJ CD JJ VBN JJ CD JJ VBN JJ CD NNS VBG TO NN IN NN IN $ CD , CD VBD IN NN CC NN . null CD NN . null CD JJ NN NN NNS TO VB NN NN CC JJ NN IN NNS IN JJ NNS , JJ NNS , CC NNS . CD JJ VBN JJ CD JJ NN NN IN JJ NNS . null'
Other,'null Refer to § 1010.100 of this Chapter for general definitions not noted herein . null Unless otherwise indicated , for purposes of this Part : -LRB- a -RRB- Covered goods means : -LRB- 1 -RRB- Jewels -LRB- as defined in paragraph -LRB- c -RRB- of this section -RRB- ; -LRB- 2 -RRB- Precious metals -LRB- as defined in paragraph -LRB- d -RRB- of this section -RRB- ; -LRB- 3 -RRB- Precious stones -LRB- as defined in paragraph -LRB- e -RRB- of this section -RRB- ; and -LRB- 4 -RRB- Finished goods -LRB- including , but not limited to , jewelry , numismatic items , and antiques -RRB- , that derive 50 percent or more of their value from jewels , precious metals , or precious stones contained in or attached to such finished goods ; -LRB- b -RRB- Dealer . null null null null -LRB- 5 -RRB- For purposes of applying the $ 50 , 000 thresholds in paragraphs -LRB- b -RRB- -LRB- 1 -RRB- and -LRB- b -RRB- -LRB- 2 -RRB- -LRB- i -RRB- of this section to finished goods defined in paragraph -LRB- a -RRB- -LRB- 4 -RRB- of this section , only the value of jewels , precious metals , or precious stones contained in , or attached to , such goods shall be taken into account . -LRB- c -RRB- Jewel means an organic substance with gem quality market-recognized beauty , rarity , and value , and includes pearl , amber , and coral . -LRB- d -RRB- Precious metal means : -LRB- 1 -RRB- Gold , iridium , osmium , palladium , platinum , rhodium , ruthenium , or silver , having level of purity of 500 or more parts per thousand ; and -LRB- 2 -RRB- An alloy containing 500 or more parts per thousand , in the aggregate , of two or more of the metals listed in paragraph -LRB- d -RRB- -LRB- 1 -RRB- of this section . -LRB- e -RRB- Precious stone means substance with gem quality market-recognized beauty , rarity , and value , and includes diamond , corundum -LRB- including rubies and sapphires -RRB- , beryl -LRB- including emeralds and aquamarines -RRB- , chrysoberyl , spinel , topaz , zircon , tourmaline , garnet , crystalline and cryptocrystalline quartz , olivine peridot , tanzanite , jadeite jade , nephrite jade , spodumene , feldspar , turquoise , lapis lazuli , and opal . -LRB- f -RRB- Retailer means person engaged within the United States in the business of sales primarily to the public of covered goods .','null NNP TO VB CD IN DT NN IN JJ NNS RB VBD NN . null IN RB VBN , IN NNS IN DT NN : -LRB- DT -RRB- VBN NNS NNS : -LRB- CD -RRB- NNS -LRB- RB VBN IN NN -LRB- NN -RRB- IN DT NN -RRB- : -LRB- CD -RRB- JJ NNS -LRB- RB VBN IN NN -LRB- CD -RRB- IN DT NN -RRB- : -LRB- CD -RRB- JJ NNS -LRB- RB VBN IN NN -LRB- CD -RRB- IN DT NN -RRB- : CC -LRB- LS -RRB- VBN NNS -LRB- VBG , CC RB VBN TO , NN , JJ NNS , CC NNS -RRB- , WDT VBP CD NN CC JJR IN PRP$ NN IN NNS , JJ NNS , CC JJ NNS VBN IN CC VBN TO JJ VBN NNS : -LRB- NN -RRB- NN . null null null null -LRB- CD -RRB- IN NNS IN VBG DT $ CD , CD NNS IN NNS -LRB- NN -RRB- -LRB- CD -RRB- CC -LRB- NN -RRB- -LRB- CD -RRB- -LRB- NNP -RRB- IN DT NN TO VBN NNS VBN IN NN -LRB- DT -RRB- -LRB- CD -RRB- IN DT NN , RB DT NN IN NNS , JJ NNS , CC JJ NNS VBN IN , CC VBN TO , JJ NNS MD VB VBN IN NN . -LRB- NN -RRB- NNP VBZ DT JJ NN IN NN NN JJ NN , NN , CC NN , CC VBZ NN , NN , CC JJ . -LRB- DT -RRB- JJ NN NNS : -LRB- CD -RRB- NN , NN , NN , NN , NN , NN , NN , CC NN , VBG NN IN NN IN CD CC JJR NNS IN CD : CC -LRB- CD -RRB- DT NN VBG CD CC JJR NNS IN CD , IN DT NN , IN CD CC JJR IN DT NNS VBN IN NN -LRB- NNP -RRB- -LRB- CD -RRB- IN DT NN . -LRB- DT -RRB- JJ NN VBZ NN IN NN NN JJ NN , NN , CC NN , CC VBZ NN , NN -LRB- VBG NNS CC NNS -RRB- , NN -LRB- VBG NNS CC NNS -RRB- , NN , NN , NN , NN , NN , NN , NN CC NN NN , JJ NN , JJ , JJ NN , JJ NN , NN , NN , NN , NNS FW , CC NN . -LRB- NNP -RRB- NNP VBZ NN VBD IN DT NNP NNPS IN DT NN IN NNS RB TO DT NN IN JJ NNS .'
Other,'null Dealers in precious metals , precious stones , or jewels are subject to the program requirements set forth and cross referenced in this subpart . Dealers in precious metals , precious stones , or jewels should also refer to Subpart of Part 1010 of this Chapter for program requirements contained in that subpart which apply to dealers in precious metals , precious stones , or jewels .','null NNS IN JJ NNS , JJ NNS , CC NNS VBP JJ TO DT NN NNS VBN RB CC VB VBN IN DT NN . NNS IN JJ NNS , JJ NNS , CC NNS MD RB VB TO NNP IN NNP CD IN DT NN IN NN NNS VBD IN DT JJ WDT VBP TO NNS IN JJ NNS , JJ NNS , CC NNS .'
Other,'null Dealers in precious metals , precious stones , or jewels are subject to the reporting requirements set forth and cross referenced in this subpart . Dealers in precious metals , precious stones , or jewels should also refer to Subpart of Part 1010 of this Chapter for reporting requirements contained in that subpart which apply to dealers in precious metals , precious stones , or jewels . null','null NNS IN JJ NNS , JJ NNS , CC NNS VBP JJ TO DT NN NNS VBN RB CC VB VBN IN DT NN . NNS IN JJ NNS , JJ NNS , CC NNS MD RB VB TO NNP IN NNP CD IN DT NN IN NN NNS VBD IN DT JJ WDT VBP TO NNS IN JJ NNS , JJ NNS , CC NNS . null'
Other,'null Dealers in precious metals , precious stones , or jewels are subject to the recordkeeping requirements set forth and cross referenced in this subpart . Dealers in precious metals , precious stones , or jewels should also refer to Subpart of Part 1010 of this Chapter for recordkeeping requirements contained in that subpart which apply to dealers in precious metals , precious stones , or jewels .','null NNS IN JJ NNS , JJ NNS , CC NNS VBP JJ TO DT NN NNS VBN RB CC VB VBN IN DT NN . NNS IN JJ NNS , JJ NNS , CC NNS MD RB VB TO NNP IN NNP CD IN DT NN IN NN NNS VBD IN DT JJ WDT VBP TO NNS IN JJ NNS , JJ NNS , CC NNS .'
Other,'null Dealers in precious metals , precious stones , or jewels are subject to the special information sharing procedures to deter money laundering and terrorist activity requirements set forth and cross referenced in this subpart . Dealers in precious metals , precious stones , or jewels should also refer to Subpart of Part 1010 of this Chapter for special information sharing procedures to deter money laundering and terrorist activity contained in that subpart which apply to dealers in precious metals , precious stones , or jewels .','null NNS IN JJ NNS , JJ NNS , CC NNS VBP JJ TO DT JJ NN NN NNS TO VB NN NN CC JJ NN NNS VBN RB CC VB VBN IN DT NN . NNS IN JJ NNS , JJ NNS , CC NNS MD RB VB TO NNP IN NNP CD IN DT NN IN JJ NN NN NNS TO VB NN NN CC JJ NN VBD IN DT JJ WDT VBP TO NNS IN JJ NNS , JJ NNS , CC NNS .'
Other,'null -LRB- a -RRB- Refer to § 1010.520 of this Chapter .','null -LRB- DT -RRB- NNP TO VB CD IN DT NN .'
Other,'null -LRB- a -RRB- Refer to § 1010.540 of this Chapter .','null -LRB- DT -RRB- NNP TO VB CD IN DT NN .'
Other,'null 1028.100 Definitions . null 1028.210 Anti-money laundering programs for operators of credit card systems . null 1028.310 -LSB- Reserved -RSB- 1028.315 -LSB- Reserved -RSB- 1028.320 -LSB- Reserved -RSB- 1028.330 Reports relating to currency in excess of $ 10 , 000 received in trade or business . null 1028.410 Recordkeeping . null 1028.520 Special information sharing procedures to deter money laundering and terrorist activity for operators of credit card systems . 1028.530 -LSB- Reserved -RSB- 1028.540 Voluntary information sharing among financial institutions . null','null CD NNS . null CD JJ NN NNS IN NNS IN NN NN NNS . null CD JJ VBN JJ CD JJ VBN JJ CD JJ VBN JJ CD NNS VBG TO NN IN NN IN $ CD , CD VBD IN NN CC NN . null CD NN . null CD JJ NN NN NNS TO VB NN NN CC JJ NN IN NNS IN NN NN NNS . CD JJ VBN JJ CD JJ NN NN IN JJ NNS . null'
Other,'null Refer to § 1010.100 of this Chapter for general definitions not noted herein . null null -LRB- b -RRB- Credit card has the same meaning as in 15 U.S.C. 1602 -LRB- k -RRB- . It includes charge cards as defined in 12 CFR 226.2 -LRB- 15 -RRB- . -LRB- c -RRB- Foreign bank means any organization that is organized under the laws of foreign country ; engages in the business of banking ; is recognized as bank by the bank supervisory or monetary authority of the country of its organization or the country of its principal banking operations ; and receives deposits in the regular course of its business . For purposes of this definition : -LRB- 1 -RRB- The term foreign bank includes branch of a foreign bank in a territory of the United States , Puerto Rico , Guam , American Samoa , or the U.S. Virgin Islands . -LRB- 2 -RRB- The term foreign bank does not include : -LRB- i -RRB- U.S. agency or branch of a foreign bank ; and -LRB- ii -RRB- An insured bank organized under the laws of territory of the United States , Puerto Rico , Guam , American Samoa , or the U.S. Virgin Islands . null null null null','null NNP TO VB CD IN DT NN IN JJ NNS RB VBD NN . null null -LRB- NN -RRB- NN NN VBZ DT JJ NN IN IN CD NNP CD -LRB- NN -RRB- . PRP VBZ NN NNS IN VBN IN CD NNP CD -LRB- CD -RRB- . -LRB- NN -RRB- JJ NN VBZ DT NN WDT VBZ VBN IN DT NNS IN JJ NN : NNS IN DT NN IN NN : VBZ VBN IN NN IN DT NN NN CC JJ NN IN DT NN IN PRP$ NN CC DT NN IN PRP$ JJ NN NNS : CC VBZ NNS IN DT JJ NN IN PRP$ NN . IN NNS IN DT NN : -LRB- CD -RRB- DT NN JJ NN VBZ NN IN DT JJ NN IN DT NN IN DT NNP NNPS , NNP NNP , NNP , NNP NNP , CC DT NNP NNP NNP . -LRB- CD -RRB- DT NN JJ NN VBZ RB VB : -LRB- NNP -RRB- NNP NN CC NN IN DT JJ NN : CC -LRB- NNP -RRB- DT VBN NN VBN IN DT NNS IN NN IN DT NNP NNPS , NNP NNP , NNP , NNP NNP , CC DT NNP NNP NNP . null null null null'
Other,'null Operators of credit card systems are subject to the program requirements set forth and cross referenced in this subpart . Operators of credit card systems should also refer to Subpart of Part 1010 of this Chapter for program requirements contained in that subpart which apply to operators of credit card systems .','null NNS IN NN NN NNS VBP JJ TO DT NN NNS VBN RB CC VB VBN IN DT NN . NNS IN NN NN NNS MD RB VB TO NNP IN NNP CD IN DT NN IN NN NNS VBD IN DT JJ WDT VBP TO NNS IN NN NN NNS .'
Other,'null Operators of credit card systems are subject to the reporting requirements set forth and cross referenced in this subpart . Operators of credit card systems should also refer to Subpart of Part 1010 of this Chapter for reporting requirements contained in that subpart which apply to operators of credit card systems . null','null NNS IN NN NN NNS VBP JJ TO DT NN NNS VBN RB CC VB VBN IN DT NN . NNS IN NN NN NNS MD RB VB TO NNP IN NNP CD IN DT NN IN NN NNS VBD IN DT JJ WDT VBP TO NNS IN NN NN NNS . null'
Other,'null Operators of credit card systems are subject to the recordkeeping requirements set forth and cross referenced in this subpart . Operators of credit card systems should also refer to Subpart of Part 1010 of this Chapter for recordkeeping requirements contained in that subpart which apply to operators of credit card systems .','null NNS IN NN NN NNS VBP JJ TO DT NN NNS VBN RB CC VB VBN IN DT NN . NNS IN NN NN NNS MD RB VB TO NNP IN NNP CD IN DT NN IN NN NNS VBD IN DT JJ WDT VBP TO NNS IN NN NN NNS .'
Other,'null Operators of credit card systems are subject to the special information sharing procedures to deter money laundering and terrorist activity requirements set forth and cross referenced in this subpart . Operators of credit card systems should also refer to Subpart of Part 1010 of this Chapter for special information sharing procedures to deter money laundering and terrorist activity contained in that subpart which apply to operators of credit card systems .','null NNS IN NN NN NNS VBP JJ TO DT JJ NN NN NNS TO VB NN NN CC JJ NN NNS VBN RB CC VB VBN IN DT NN . NNS IN NN NN NNS MD RB VB TO NNP IN NNP CD IN DT NN IN JJ NN NN NNS TO VB NN NN CC JJ NN VBD IN DT JJ WDT VBP TO NNS IN NN NN NNS .'
Other,null,null
Other,'null -LRB- a -RRB- Refer to § 1010.540 of this Chapter . null','null -LRB- DT -RRB- NNP TO VB CD IN DT NN . null'
Other,null,null
